school,major,risk_level,source_present,official_source_type,required_recommended_mixed,numeric_score_suspect,gpa_suspect,credit_suspect,same_requirements_as_other_majors,needs_official_check,notes
Pennsylvania State University,Psychology,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Political Science,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Sociology,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,History,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,English,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Communications,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Biology,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Biochemistry,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Chemistry,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Physics,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Mathematics,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Statistics,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Public Health,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Nursing,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,International Relations,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Philosophy,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Architectural Engineering,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Artificial Intelligence Engineering,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Biological Engineering,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Computer Science (비UP: Beaver/Brandywine/Hazelton),verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Computer Science (University Park),verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Data Sciences,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Engineering (General),verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Engineering Science,verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Mechanical Engineering (비UP: Scranton),verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Mechanical Engineering (University Park),verified,true,official_site,false,false,false,false,false,false,None
Pennsylvania State University,Nuclear Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Computer Science,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Computer Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Data Science,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Electrical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Mechanical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Chemical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Civil Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Biomedical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Aerospace Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Industrial Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Materials Science & Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Environmental Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Applied Mathematics,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Physics,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Chemistry,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Business Administration,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Economics,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Technical Communication,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Biological Systems Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Building Construction,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Construction Engineering & Management,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Industrial & Systems Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Mining Engineering,verified,true,official_site,false,false,false,false,false,false,None
Virginia Tech,Ocean Engineering (BSAOE),verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Computer Science,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Data Science,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Information Technology,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Computer Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Electrical Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Mechanical Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Civil Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Chemical Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Biomedical Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Industrial Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Aerospace Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Business Administration,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Finance,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Accounting,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Marketing,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Management,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Economics,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Psychology,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Political Science,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Sociology,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,History,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,English,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Communications,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Biology,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Biochemistry,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Chemistry,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Physics,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Mathematics,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Statistics,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Public Health,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Nursing,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,International Relations,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Philosophy,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Aerospace Engineering (MAE),verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Computer Engineering (ECE),verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Computer Science (BSCS),verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Electrical Engineering (ECE),verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Engineering Science,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Materials Science & Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Mechanical Engineering (MAE),verified,true,official_site,false,false,false,false,false,false,None
University of Virginia,Systems Engineering,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Computer Science,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Data Science,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Information Technology,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Computer Engineering,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Electrical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Mechanical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Civil Engineering,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Chemical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Biomedical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Industrial Engineering,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Aerospace Engineering,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Business Administration,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Finance,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Accounting,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Marketing,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Management,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Economics,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Psychology,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Political Science,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Sociology,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,History,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,English,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Communications,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Biology,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Biochemistry,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Chemistry,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Physics,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Mathematics,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Statistics,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Public Health,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Nursing,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,International Relations,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Philosophy,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Computer Science + Economics,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Computer Science + Math,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Business + Computer Science,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Systems Science & Engineering,verified,true,official_site,false,false,false,false,false,false,None
Washington University in St. Louis,Environmental Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Computer Science,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Data Science,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Information Technology,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Computer Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Electrical Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Mechanical Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Civil Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Chemical Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Biomedical Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Industrial Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Aerospace Engineering,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Business Administration,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Finance,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Accounting,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Marketing,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Management,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Economics,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Psychology,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Political Science,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Sociology,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,History,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,English,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Communications,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Biology,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Biochemistry,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Chemistry,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Physics,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Mathematics,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Statistics,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Public Health,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Nursing,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,International Relations,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Philosophy,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Applied Sciences BS -- Materials Engineering track,verified,true,official_site,false,false,false,false,false,false,None
University of North Carolina at Chapel Hill,Applied Sciences BS -- Environmental Engineering track,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Computer Science and Engineering,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Electrical Engineering and Computer Science,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Computer Science and Molecular Biology,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Mechanical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Physics,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Mathematics,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Chemical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Biological Engineering,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Materials Science and Engineering,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Aerospace Engineering,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Brain and Cognitive Sciences,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Economics,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Management,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Finance,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Business Analytics,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Civil and Environmental Engineering,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,Nuclear Science and Engineering,verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,"Aeronautics & Astronautics (Course 16)
SB: Aerospace Engineering (16)
SB: Engineering flexible (16-ENG)",verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,"Biological Engineering (Course 20)
SB: Biological Engineering (20)",verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,"Chemical Engineering (Course 10)
SB: Chemical Engineering (10)
SB: Chemical-Biological Engineering (10-B)
SB: Chemical Engineering advanced (10-C)
SB: Engineering flexible (10-ENG)",verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,"Civil & Environmental Engineering (Course 1)
SB: General Engineering (1-ENG)
학제간 SB: Climate System Science & Engineering (1-12)*
(*interdisciplinary — Course 1과 Course 12 공동)",verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,"Electrical Engineering & Computer Science (Course 6) — MIT 최대 학과
SB: Electrical Science & Engineering (6-1)
SB: Electrical Eng & Computer Science (6-2)
SB: Computer Science & Engineering (6-3)
SB: AI & Decision Making (6-4)
SB: Electrical Engineering with Computing (6-5)
학제간 SB: CS & Molecular Biology (6-7)*
학제간 SB: Computation & Cognition (6-9)*
학제간 SB: CS, Economics & Data Science (6-14)*",verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,"Materials Science & Engineering (Course 3)
SB: Materials Science & Engineering (3)
SB: Materials Science & Engineering flexible (3-A)
SB: Archaeology & Materials (3-C)",verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,"Mechanical Engineering (Course 2)
SB: Mechanical Engineering (2)
SB: Mechanical & Ocean Engineering (2-OE)
SB: Engineering flexible (2-A)",verified,true,official_site,false,false,false,false,false,false,None
Massachusetts Institute of Technology,"Nuclear Science & Engineering (Course 22)
SB: Nuclear Science & Engineering (22)
SB: Engineering flexible (22-ENG)",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Computer Science,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Symbolic Systems,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Management Science and Engineering,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Electrical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Mechanical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Bioengineering,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Chemical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Materials Science and Engineering,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Civil Engineering,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Biomedical Computation,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Economics,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Psychology,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Political Science,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Human Biology,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Biology,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Mathematics,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Physics,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Chemistry,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Statistics,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Communication,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,Sociology,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,International Relations,verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Aeronautics & Astronautics (AA-BS)
Department: Aeronautics & Astronautics",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Bioengineering (BIOE-BS)
Department: Bioengineering",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Chemical Engineering (CHEMENG-BS)
Department: Chemical Engineering",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Civil Engineering (CEE-BS)
Department: Civil & Environmental Engineering
※ 같은 학과에서 Environmental Engineering도 제공",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Environmental Engineering (CEE 학과 소속 — BS)
Department: Civil & Environmental Engineering
※ Civil Engineering과 같은 학과; 별도 BS 학위",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Computer Science (CS-BS)
Department: Computer Science",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Electrical Engineering (EE-BS)
Department: Electrical Engineering",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Management Science & Engineering (MS&E-BS)
Department: Management Science & Engineering",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Materials Science & Engineering (MATSCI-BS)
Department: Materials Science & Engineering",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Mechanical Engineering (ME-BS)
Department: Mechanical Engineering",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Engineering — Atmosphere & Energy (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Engineering — Biomechanical Engineering (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Engineering — Biomedical Computation (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Engineering — Engineering Physics (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Engineering — Sustainable Architecture & Engineering (ENGR-BS subplan)
학제간 BS in Engineering, School of Engineering 직속
※ Architectural Design subplan: 2023년 이전 입학자만 (현재 신입 없음)",verified,true,official_site,false,false,false,false,false,false,None
Stanford University,"Individually Designed Major in Engineering (IDMEN-BS)
※ 위 16개 defined 전공에 해당하지 않는 분야 지망자가 교수 2인과 설계하는 자체 전공. 입학 후 junior 말까지 신청.",verified,true,official_site,false,false,false,false,false,false,None
Yale University,Computer Science,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Data Science,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Information Technology,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Computer Engineering,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Electrical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Mechanical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Civil Engineering,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Chemical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Biomedical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Industrial Engineering,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Aerospace Engineering,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Business Administration,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Finance,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Accounting,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Marketing,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Management,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Economics,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Psychology,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Political Science,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Sociology,verified,true,official_site,false,false,false,false,false,false,None
Yale University,History,verified,true,official_site,false,false,false,false,false,false,None
Yale University,English,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Communications,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Biology,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Biochemistry,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Chemistry,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Physics,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Mathematics,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Statistics,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Public Health,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Nursing,verified,true,official_site,false,false,false,false,false,false,None
Yale University,International Relations,verified,true,official_site,false,false,false,false,false,false,None
Yale University,Philosophy,verified,true,official_site,false,false,false,false,false,false,None
Yale University,"Applied Mathematics (BA or BS)
※ SEAS 소속; engineering 입학 지침 적용",verified,true,official_site,false,false,false,false,false,false,None
Yale University,Applied Physics (BS),verified,true,official_site,false,false,false,false,false,false,None
Yale University,Biomedical Engineering (BS + combined BS/MS 가능),verified,true,official_site,false,false,false,false,false,false,None
Yale University,"Chemical Engineering
BS (ABET 인증) | BS: Engineering Sciences—Chemical",verified,true,official_site,false,false,false,false,false,false,None
Yale University,"Computer Science
BS or BA | BS: CS+Economics | BS: CS+Mathematics | BA: CS+Psychology | BA/BS: Computing & Linguistics | BA: Computing & Arts",verified,true,official_site,false,false,false,false,false,false,None
Yale University,"Electrical Engineering
BS (ABET 인증, 실질적으로 'Electrical & Computer Engineering') | BS/BA: Engineering Sciences—Electrical",verified,true,official_site,false,false,false,false,false,false,None
Yale University,"Environmental Engineering
BS | BS/BA: Engineering Sciences—Environmental",verified,true,official_site,false,false,false,false,false,false,None
Yale University,"Mechanical Engineering
BS (ABET 인증) | BS/BA: Engineering Sciences—Mechanical",verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Computer Science,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Applied Mathematics,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Statistics,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Electrical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Mechanical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Biomedical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Chemical and Physical Biology,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Physics,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Chemistry,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Molecular and Cellular Biology,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Human Evolutionary Biology,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Economics,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Government,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Psychology,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Sociology,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,History,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,English,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Philosophy,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Linguistics,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Neuroscience,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,History and Literature,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Anthropology,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,Social Studies,verified,true,official_site,false,false,false,false,false,false,None
Harvard University,"Applied Mathematics (AB or AB/SM)
※ Harvard는 'concentration' 사용
Secondary Field(minor) 별도 제공",verified,true,official_site,false,false,false,false,false,false,None
Harvard University,"Bioengineering (AB or SB)
SB = 'Engineering Sciences SB (Bioengineering track)'
AB = 'Biomedical Engineering AB' (구어 표현)
※ 'Biomedical Engineering' 독립 전공 없음 — seas.harvard.edu 확인",verified,true,official_site,false,false,false,false,false,false,None
Harvard University,"Computer Science (AB or AB/SM)
Secondary Field(minor) 별도 제공",verified,true,official_site,false,false,false,false,false,false,None
Harvard University,"Electrical Engineering (AB or SB)
SB = 'Electrical Engineering SB'
AB = 'Engineering Sciences AB (Electrical & Computer Engineering track)'",verified,true,official_site,false,false,false,false,false,false,None
Harvard University,"Environmental Science & Engineering (AB or SB)
SB = 'Engineering Sciences SB (Environmental Science & Eng track)'
AB = 'Environmental Science & Engineering AB'",verified,true,official_site,false,false,false,false,false,false,None
Harvard University,"Materials Science & Mechanical Engineering (AB or SB)
SB = 'Materials Science & Mechanical Engineering SB'
AB = 'Engineering Sciences AB (Mechanical & Materials Science & Eng track)'
※ Mechanical Engineering과 Materials Science가 통합 전공",verified,true,official_site,false,false,false,false,false,false,None
Northwestern University,Computer Science,verified,true,official_site,false,false,false,false,false,false,None
Northwestern University,Data Science,verified,true,official_site,false,false,false,false,false,false,None
Northwestern University,Information Technology,verified,true,official_site,false,false,false,false,false,false,None
Northwestern University,Computer Engineering,verified,true,official_site,false,false,false,false,false,false,None
Northwestern University,Electrical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Northwestern University,Mechanical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Northwestern University,Civil Engineering,verified,true,official_site,false,false,false,false,false,false,None
Northwestern University,Chemical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Northwestern University,Biomedical Engineering,verified,true,official_site,false,false,false,false,false,false,None
Northwestern University,Industrial Engineering,verified,true,official_site,false,false,false,false,false,false,None
